ID,region,tenure,age,marital,address,income,ed,retire,gender,voice,internet,forward,custcat,churn,event,survival_12m,churn_risk_12m,CLV_12m_AMD,at_risk_12m,survival_m1,survival_m2,survival_m3,survival_m4,survival_m5,survival_m6,survival_m7,survival_m8,survival_m9,survival_m10,survival_m11,survival_m12
777,Zone 1,30,57,Married,16,19,Did not complete high school,No,Male,No,No,No,Basic service,Yes,1,0.9836444317000697,0.016355568299930345,14821.664909663867,False,0.9999693807006993,0.9997545749907097,0.9992640893972357,0.9984787678606444,0.9974072297655586,0.9960685032754071,0.9944849614328167,0.9926792815926724,0.990673126968372,0.9884866131937196,0.9861381454670366,0.9836444317000697
778,Zone 2,28,48,Unmarried,20,128,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.9276871184496664,0.07231288155033355,14461.390047489473,False,0.9995675682667485,0.9975142087414708,0.9938488369107417,0.9888899225247079,0.9829312927082712,0.9762080428113924,0.9689032130634149,0.9611590362830598,0.9530866114325689,0.9447733324729458,0.9362884341907677,0.9276871184496664
779,Zone 1,5,28,Married,3,39,Post-undergraduate degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.7556310646939688,0.2443689353060312,13103.74770264865,False,0.994836647372215,0.9794444264261604,0.9587966688742793,0.9357597566403109,0.9118095903565338,0.8877413453473595,0.8639962365011844,0.8408203979405691,0.8183476099649473,0.7966448917523554,0.7757387868360968,0.7556310646939688
780,Zone 2,27,35,Unmarried,12,56,Did not complete high school,No,Female,Yes,No,Yes,Total service,No,0,0.9296588990387243,0.07034110096127566,14474.982316194912,False,0.9995895220654414,0.9976237297821059,0.9940959392385036,0.9893058518311034,0.9835343747549209,0.9770080624972304,0.9699042913912869,0.9623615099047645,0.9544882789923638,0.9463702957415993,0.9380756748803112,0.9296588990387243
781,Zone 2,17,39,Unmarried,12,45,College degree,No,Female,No,No,No,Basic service,Yes,1,0.8789992331005403,0.12100076689945971,14109.929770896899,False,0.9988264005124403,0.9941337290990848,0.9866052218084426,0.9771309495052583,0.9663498822836033,0.95470413533554,0.9425023214139124,0.9299631056927076,0.9172435670301331,0.904457779278516,0.8916892197976349,0.8789992331005403
782,Zone 1,4,37,Married,8,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.9069982289768546,0.09300177102314544,14315.628696559974,False,0.9993005310623896,0.996236525178514,0.991035142888854,0.9842341813919203,0.9762693119395931,0.9674652596328974,0.9580621543193221,0.9482388504568587,0.9381299186850175,0.9278376019079221,0.917440233340238,0.9069982289768546
783,Zone 1,30,23,Married,0,24,High school degree,No,Female,No,Yes,No,Plus service,No,0,0.7461080259770891,0.25389197402291086,13019.736608250649,True,0.9943723005492797,0.9779101517685616,0.9560763499646938,0.9319004911978588,0.906908829938532,0.8819078718143472,0.8573357509740148,0.8334303527160365,0.8103157644447762,0.7880494023902814,0.7666489034701567,0.7461080259770891
784,Zone 3,71,40,Married,19,53,College degree,No,Female,No,Yes,Yes,Total service,No,0,0.9706773554773699,0.029322644522630115,14743.769535738058,False,0.9999161298178088,0.9994043035993484,0.9983344910222571,0.9967225218946408,0.9946217013905685,0.9920918916466741,0.9891899490646971,0.9859669364368459,0.9824676909429242,0.9787312175622593,0.9747913352414984,0.9706773554773699
785,Zone 3,67,77,Unmarried,55,49,Did not complete high school,Yes,Female,No,No,No,Basic service,No,0,0.9998480566039265,0.00015194339607349505,14909.444504842608,False,0.9999999792491561,0.9999996512413333,0.9999983921289471,0.9999954971973408,0.9999902974942148,0.9999821942123318,0.9999706650390786,0.9999552605780601,0.9999355974739325,0.9999113508276579,0.9998822469189201,0.9998480566039265
786,Zone 3,24,48,Married,3,38,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.9287291689206514,0.07127083107934862,14468.58009861581,False,0.9995792445832473,0.9975723553135543,0.9939798915791163,0.989110354683935,0.9832507282740269,0.976631592469228,0.9694329982749855,0.9617951845850095,0.9538279155293388,0.9456176945024721,0.9372331700283265,0.9287291689206514
787,Zone 1,24,54,Married,7,84,Some college,No,Female,No,Yes,No,Basic service,Yes,1,0.8704674825007253,0.12953251749927475,14045.455349440723,False,0.9986544359148347,0.9934067695228572,0.9851164509477017,0.9747914099623496,0.9631336811088075,0.9506194505640004,0.9375758104044335,0.9242311947293773,0.9107474329813833,0.8972404001208851,0.8837936270277048,0.8704674825007253
788,Zone 2,59,54,Unmarried,32,126,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0.9978233526400069,0.0021766473599931224,14899.74127976753,False,0.999998842230671,0.9999867393114212,0.9999510886350851,0.9998829989805421,0.9997768071044899,0.9996290985667529,0.999437991618713,0.9992026530442222,0.9989229715118075,0.9985993343576788,0.9982324727291808,0.9978233526400069
789,Zone 3,59,32,Unmarried,9,73,College degree,No,Male,No,No,No,E-service,Yes,1,0.9507234266562696,0.04927657334373037,14616.59796401769,False,0.9997876858895872,0.9986589322075674,0.9964961773357066,0.993425581567027,0.9895994127909001,0.9851547439474775,0.9802069641443266,0.9748513268738568,0.9691661204896345,0.9632157744262998,0.9570534990890676,0.9507234266562696
790,Zone 3,44,37,Married,1,41,College degree,No,Female,Yes,Yes,No,E-service,No,0,0.8124516445514999,0.18754835544850013,13586.403963854022,False,0.9971041103902177,0.9873586783126435,0.9732917755968522,0.9568063526427597,0.9390240037910281,0.9206197980033151,0.9020118397427694,0.883464362271103,0.8651459853111915,0.8471640843712169,0.8295858548419498,0.8124516445514999
791,Zone 1,19,31,Married,0,22,College degree,No,Male,No,No,No,E-service,Yes,1,0.9526208417552775,0.0473791582447225,14629.008107613272,False,0.9998023412232772,0.9987398944996688,0.9966900765801455,0.9937660723921614,0.9901095937305676,0.9858499306663295,0.9810968235014053,0.9759414199187647,0.9704590094149113,0.9647118217960894,0.9587514508092728,0.9526208417552775
792,Zone 2,58,46,Married,23,23,Did not complete high school,No,Female,No,Yes,No,Basic service,No,0,0.9226171909180412,0.07738280908195883,14426.1943225045,False,0.9995083711894154,0.9972227916967197,0.9931964247476096,0.9877977925046141,0.9813544863776441,0.9741236021167314,0.9663025852194513,0.958043172570912,0.9494627500380155,0.9406528470809585,0.9316853715234519,0.9226171909180412
793,Zone 1,41,53,Married,22,94,High school degree,No,Male,No,No,No,E-service,No,0,0.9986104793533516,0.0013895206466484344,14903.63394693301,False,0.9999994235139456,0.999992916824212,0.9999727858321927,0.9999329979398499,0.9998693092025563,0.999778847181268,0.9996597418377569,0.9995108515516067,0.9993315658922594,0.9991216636333917,0.99888120966438,0.9986104793533516
794,Zone 2,16,33,Unmarried,1,30,Some college,No,Male,Yes,No,Yes,Plus service,Yes,1,0.8209724417962925,0.17902755820370753,13656.006434815461,False,0.9973764008082346,0.988370913660628,0.9752146112114206,0.9596710109233922,0.9428024334922721,0.9252589660208466,0.9074493904407471,0.8896360839416586,0.8719894077837955,0.8546201540305158,0.837599622901073,0.8209724417962925
795,Zone 3,13,36,Unmarried,11,31,High school degree,No,Male,No,No,No,Basic service,Yes,1,0.8541694643077895,0.1458305356922105,13920.072203364936,False,0.9982879867370393,0.99190434328831,0.9820940449395983,0.9701015625968996,0.9567493936898022,0.9425758461368208,0.9279398765451744,0.9130854155186661,0.8981806611263792,0.8833426842899381,0.8686532815580286,0.8541694643077895
796,Zone 1,60,53,Unmarried,22,171,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0.9938066416007858,0.006193358399214199,14878.800130492305,False,0.999993881078616,0.9999411868060561,0.9998040679903162,0.9995637932724888,0.9992127679342823,0.9987494873819024,0.9981758127047267,0.9974954588042257,0.9967131260677937,0.9958339883510955,0.9948633861205568,0.9938066416007858
797,Zone 2,72,49,Married,23,102,Did not complete high school,No,Female,No,No,No,E-service,No,0,0.9982069729320601,0.001793027067939934,14901.651245425082,False,0.9999991443214554,0.9999898941762606,0.9999620550448424,0.999908082747958,0.9998229452933689,0.9997034344721972,0.9995476239783453,0.999354488615213,0.9991236401827369,0.998855142853833,0.9985493824867631,0.9982069729320601
798,Zone 2,33,39,Unmarried,17,27,College degree,No,Female,Yes,Yes,No,Total service,No,0,0.8669820633577295,0.13301793664227046,14018.884077827259,False,0.9985803158932189,0.9930980731693897,0.9844897581461742,0.9738126817372994,0.9617946744503088,0.9489255514792704,0.9355396057261915,0.9218689364593042,0.9080770328089491,0.8942802708464315,0.8805620102267514,0.8669820633577295
799,Zone 2,72,45,Married,25,98,College degree,No,Female,Yes,No,Yes,Total service,No,0,0.9939169218885725,0.006083078111427498,14879.392273557369,False,0.9999940568656224,0.9999426949746967,0.9998087407408873,0.9995736434815596,0.9992297741441041,0.9987755050902938,0.9982125412327643,0.9975444336861119,0.9967757233186557,0.9959114340734961,0.994956768205141,0.9939169218885725
800,Zone 1,66,54,Married,8,591,College degree,No,Female,Yes,No,Yes,Total service,No,0,0.9863943840146606,0.013605615985339381,14837.546226159551,False,0.9999775643319776,0.9998135559462756,0.9994291252837538,0.9988024075633707,0.9979355320471391,0.9968405785097054,0.9955335012027405,0.9940313419155564,0.9923509178737968,0.9905082141039017,0.9885181266064543,0.9863943840146606
801,Zone 3,53,37,Married,7,25,Did not complete high school,No,Female,No,No,Yes,Plus service,No,0,0.971933380206583,0.028066619793416958,14751.50227959103,False,0.9999223305751522,0.9994431145721232,0.9984344832271459,0.9969074487352138,0.9949101541042065,0.9924980677346882,0.9897245048361232,0.986637717821357,0.9832803202546885,0.9796895554797012,0.9758978431313909,0.971933380206583
802,Zone 2,22,28,Married,0,36,College degree,No,Male,No,Yes,Yes,Total service,No,0,0.8276120660859168,0.17238793391408325,13709.73158249041,False,0.9975773788943447,0.9891294402805842,0.9766683110264363,0.9618503834443692,0.9456910112553135,0.9288197026977472,0.9116369699746159,0.8944029246423462,0.8772886401574884,0.860407069712471,0.8438323242756831,0.8276120660859168
803,Zone 2,14,26,Married,1,25,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9209008809593102,0.07909911904068978,14414.20055420427,False,0.9994874266298355,0.997120943981595,0.9929700476041655,0.9874207722202104,0.9808123041281241,0.9734091922158817,0.9654137030213055,0.9569807152057844,0.948229664605175,0.9392534068561506,0.9301246880822949,0.9209008809593102
804,Zone 1,52,49,Unmarried,18,69,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9881162050602296,0.011883794939770431,14847.348980371838,False,0.9999821158391873,0.9998474642601843,0.9995258585644556,0.998994723914416,0.9982528206222675,0.9973083162650164,0.9961734048194354,0.9948617380015483,0.9933871579745077,0.9917630705804505,0.9900021479342764,0.9881162050602296
805,Zone 3,33,30,Married,5,22,Did not complete high school,No,Male,No,No,Yes,Plus service,No,0,0.950653501055358,0.04934649894464205,14616.1394436948,False,0.999787135877558,0.9986559090593162,0.9964889585472118,0.9934129319110625,0.9895804899011293,0.9851289935310774,0.9801740400971336,0.9748110338375249,0.9691183728080724,0.9631605666102594,0.9569908843355686,0.950653501055358
806,Zone 3,72,66,Unmarried,26,67,High school degree,Yes,Female,No,No,Yes,Plus service,No,0,0.9986084691054572,0.0013915308945428029,14903.624144536494,False,0.9999994222261599,0.9999929025766905,0.9999727346096937,0.9999328779437662,0.9998690843590735,0.9997784794003569,0.9996591924451038,0.9995100821965087,0.999330539120806,0.9991203432444057,0.9988795609222426,0.9986084691054572
807,Zone 1,40,40,Married,3,73,College degree,No,Female,Yes,No,Yes,Plus service,Yes,1,0.9351034539248083,0.06489654607519169,14512.226986461374,False,0.999647071389491,0.9979150061815225,0.9947587101964857,0.99042817905849,0.985169327596451,0.9791852125208911,0.9726374138768168,0.9656536843184608,0.9583353089153402,0.9507630398627949,0.9430016605375887,0.9351034539248083
808,Zone 2,29,26,Unmarried,1,22,College degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.5929811075769698,0.40701889242303024,11543.511637313208,True,0.9824670194110647,0.9435520296533512,0.8996908850466141,0.8561144506693099,0.814575825165967,0.7756266811026804,0.7393535736354626,0.7056558958791157,0.674361373162475,0.6452767035551931,0.6182101184388644,0.5929811075769698
809,Zone 3,63,67,Unmarried,22,9,High school degree,Yes,Male,No,No,Yes,Plus service,No,0,0.9980701935727265,0.0019298064272734727,14900.972829457198,False,0.9999990405788467,0.9999887992427935,0.9999582255610219,0.9998992853236154,0.9998067091358728,0.999677203657493,0.9995088485415311,0.9993006789121407,0.9990523988066725,0.9987641825669523,0.9984365353062877,0.9980701935727265
810,Zone 2,56,54,Unmarried,25,147,Some college,No,Female,No,Yes,No,E-service,No,0,0.984036114331483,0.01596388566851703,14823.942791486747,False,0.9999706141966407,0.999763327099202,0.9992883545565165,0.9985260416697612,0.9974840061588813,0.9961802390545363,0.9946361720406254,0.9928736660063154,0.9909136888061352,0.9887757681710563,0.9864778134394846,0.984036114331483
811,Zone 3,60,50,Married,26,239,High school degree,No,Female,Yes,No,Yes,Total service,No,0,0.996300146574417,0.0036998534255829885,14891.97321895519,False,0.9999973262940817,0.9999719198080579,0.9999015149979319,0.9997726403507311,0.9995780272322057,0.9993142560353993,0.9989802966351271,0.9985766150361579,0.9981046151975662,0.9975662822242801,0.9969639498322825,0.996300146574417
812,Zone 3,28,22,Married,3,23,Some college,No,Male,No,No,No,Basic service,No,0,0.771841441683496,0.228158558316504,13244.700967799987,False,0.9955685863107511,0.9819151505556222,0.9632325824879481,0.9421091607979142,0.919928392395764,0.8974600511786883,0.8751459019773031,0.853242669105271,0.8318981229554937,0.8111938066417572,0.7911700992339605,0.771841441683496
813,Zone 2,39,39,Unmarried,19,29,College degree,No,Male,No,Yes,No,E-service,No,0,0.9376665719704208,0.062333428029579196,14529.611260109376,False,0.9996726179976906,0.9980464474645259,0.9950606753102654,0.990943012217644,0.9859232762697553,0.9801935237416182,0.9739078283767459,0.9671887869344067,0.9601341243513478,0.9528221323312376,0.9453159027714434,0.9376665719704208
814,Zone 3,65,39,Married,18,32,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.9898415299633562,0.01015847003664383,14857.050332784002,False,0.999986224496525,0.9998789770915578,0.9996173020383308,0.9991787341116147,0.9985592655255173,0.997763543572429,0.9968002417558046,0.9956797569055273,0.9944130205393202,0.9930108762107398,0.991483757393932,0.9898415299633562
815,Zone 3,29,31,Unmarried,7,30,Some college,No,Female,No,No,Yes,Plus service,No,0,0.9202037038843944,0.07979629611560557,14409.317349294883,False,0.9994787870909139,0.9970791117528891,0.9928772997327895,0.9872665795718134,0.9805908697881651,0.9731177466776929,0.9650514266309252,0.956548053398988,0.9477278841767707,0.938684302697473,0.9294903860968614,0.9202037038843944
816,Zone 3,28,36,Unmarried,8,57,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9426545010271438,0.057345498972856235,14563.15843640408,False,0.999719530216599,0.9982917468747738,0.9956295666980655,0.991919476637255,0.9873607374123846,0.9821241584756686,0.9763491040488622,0.9701479284602584,0.9636111848444967,0.9568121319121072,0.9498103391834297,0.9426545010271438
817,Zone 1,2,18,Unmarried,0,20,High school degree,No,Male,No,No,Yes,Plus service,Yes,1,0.7938450237342749,0.2061549762657251,13431.879025737237,False,0.9964509989013374,0.9849937373004012,0.9688677377760951,0.9502866206283833,0.9304967063789702,0.910221675423065,0.88989481421715,0.8697802811420963,0.8500396950645468,0.8307705179128082,0.8120291050346999,0.7938450237342749
818,Zone 3,67,52,Unmarried,13,248,High school degree,No,Female,No,No,Yes,Plus service,No,0,0.9854737248506826,0.01452627514931737,14832.258850543443,False,0.9999749487528042,0.9997944567995491,0.9993752757247024,0.998696238353392,0.997761502299705,0.9965853840436983,0.995185935060285,0.993582057108213,0.9917921793210044,0.9898336696730645,0.9877226058177975,0.9854737248506826
819,Zone 3,5,35,Married,9,59,Some college,No,Female,No,Yes,No,Total service,No,0,0.9235584851368881,0.0764415148631119,14432.755355292902,False,0.9995196628995089,0.9972779634338661,0.993319398494278,0.9880030060507525,0.9816500525360594,0.9745135465136152,0.9667882771089896,0.9586242417222061,0.9501376850787755,0.941419393504102,0.9325408008512523,0.9235584851368881
820,Zone 3,48,35,Unmarried,10,24,High school degree,No,Male,No,No,Yes,Plus service,No,0,0.946762448000804,0.053237551999196,14590.4966228022,False,0.999755414211672,0.9984832905152399,0.9960791786979444,0.9926978358055338,0.9885141930695837,0.9836817683079714,0.9783277370969232,0.9725558244026417,0.9664504396751078,0.9600804528587007,0.953502299497742,0.946762448000804
821,Zone 2,10,26,Married,4,25,Did not complete high school,No,Female,No,No,No,Basic service,No,0,0.8127800599108996,0.18721994008910037,13589.100226428724,False,0.9971149099610178,0.987398507482654,0.9733670828005077,0.956918174844479,0.9391711161185284,0.920800043316006,0.9022227287808748,0.8837033561863412,0.8654106295317562,0.8474520692608356,0.8298950391785085,0.8127800599108996
822,Zone 2,17,28,Unmarried,3,37,Some college,No,Female,No,No,Yes,Plus service,Yes,1,0.8837856299428666,0.11621437005713342,14145.742294094316,False,0.9989171012839766,0.994523825468106,0.9874122069405094,0.9784081838491344,0.9681154670972494,0.9569566531863782,0.9452294734885055,0.9331466215797067,0.9208620818027135,0.9084885555483422,0.8961091899573246,0.8837856299428666
823,Zone 1,21,24,Married,0,30,College degree,No,Female,Yes,Yes,Yes,Total service,No,0,0.6859913749518163,0.3140086250481837,12468.704482485302,True,0.9907857736639795,0.9667181863666684,0.9368791074405186,0.9052944370159284,0.873726459615764,0.8429858597502462,0.8134423210953989,0.7852469713058062,0.7584382659686443,0.7329957433510423,0.7088686014006003,0.6859913749518163
824,Zone 2,25,51,Unmarried,9,66,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.882402027310514,0.11759797268948602,14135.416731650654,False,0.9988913029205225,0.9944123656128465,0.9871810221046553,0.9780415966546776,0.9676079797821491,0.9563084381321071,0.9444438856549292,0.9322287781502225,0.9198180262867452,0.9073247551887117,0.8948322299664762,0.882402027310514
825,Zone 3,44,31,Unmarried,8,16,Did not complete high school,No,Male,No,No,No,Basic service,Yes,1,0.7935890454513443,0.20641095454865566,13429.72907253037,False,0.9964414349769585,0.9849596993404487,0.9688047072469651,0.9501944010934009,0.9303767662336581,0.910076092300732,0.889725824131364,0.8695900794621667,0.8498303505321652,0.8305439398712481,0.8117870362549504,0.7935890454513443
826,Zone 2,59,49,Unmarried,28,429,College degree,No,Female,No,No,Yes,Total service,Yes,1,0.9968070416107003,0.0031929583892996716,14894.586789536579,False,0.999997884032177,0.999977225801336,0.999918979223329,0.9998110693189025,0.9996466201369356,0.9994220900697439,0.9991360656803028,0.998788503057395,0.9983802433445595,0.9979126969261856,0.9973876336866759,0.9968070416107003
827,Zone 2,11,26,Unmarried,7,20,High school degree,No,Male,No,No,No,Basic service,No,0,0.7414837359069066,0.25851626409309336,12978.619758807567,True,0.9941372916442685,0.9771425418677099,0.9547245055256951,0.9299918211363175,0.9044940644410723,0.8790422500222104,0.8540722688356421,0.829817458880751,0.8063968113374788,0.7838627993803293,0.7622285333242764,0.7414837359069066
828,Zone 2,50,68,Married,32,262,Some college,No,Male,No,Yes,Yes,Plus service,No,0,0.9983776593558742,0.0016223406441258081,14902.493509439952,False,0.999999267415959,0.9999912117400568,0.9999667012228745,0.9999188188391945,0.999842849311231,0.999735710244061,0.9995954848708035,0.9994210867836306,0.9992120240164347,0.9989682322127692,0.9986899553368047,0.9983776593558742
829,Zone 3,23,25,Married,2,28,Some college,No,Female,No,No,No,E-service,No,0,0.9416594605932374,0.05834053940676265,14556.496548664527,False,0.9997104656054713,0.9982439227955108,0.9955180742503095,0.9917273990045499,0.9870771683248475,0.9817424105191422,0.9758654334217715,0.9695606559007933,0.9629200872427504,0.9560180160705625,0.9489147391662481,0.9416594605932374
830,Zone 1,17,19,Unmarried,0,18,High school degree,No,Female,No,Yes,No,E-service,Yes,1,0.6433450347877512,0.3566549652122488,12055.76075060511,True,0.98744772080297,0.9570564421273615,0.9210230083180275,0.8839990813087858,0.8478084964885143,0.8131866026142214,0.7804009127163667,0.7495047580566506,0.7204512882881762,0.6931480878140062,0.6674844131678822,0.6433450347877512
831,Zone 1,15,62,Married,3,144,Some college,No,Male,Yes,No,Yes,Plus service,No,0,0.9832229596621987,0.016777040337801252,14819.208156613384,False,0.9999680283950626,0.9997450296923274,0.9992377055691116,0.998427477329294,0.99732406934011,0.9959476421124921,0.9943215907446339,0.9924694755817804,0.9904137095214742,0.988175040357494,0.9857724052207071,0.9832229596621987
832,Zone 2,68,57,Married,38,33,Did not complete high school,No,Female,No,No,No,E-service,No,0,0.9998518173338047,0.00014818266619531784,14909.460950522915,False,0.9999999799977727,0.9999996627162072,0.9999984420514121,0.999995631093729,0.9999905761480377,0.9999826908250856,0.9999714626680005,0.9999564499624201,0.9999372752326604,0.9999136179780277,0.9998852076627963,0.9998518173338047
833,Zone 1,69,42,Married,23,19,Some college,No,Female,No,Yes,No,Basic service,No,0,0.9052236539380878,0.09477634606191221,14302.870159170883,False,0.9992744249575991,0.9961160271197667,0.9907753564674073,0.983810781114048,0.9756705661693,0.966687063890251,0.9571050703489,0.9471063057831784,0.9368270836462085,0.9263706737565356,0.915815972232106,0.9052236539380878
834,Zone 1,30,24,Married,3,30,Did not complete high school,No,Female,No,No,No,Basic service,Yes,1,0.7882669283728592,0.21173307162714083,13384.881353585866,False,0.9962389229225548,0.9842426303744416,0.9674808143246284,0.9482615145325044,0.9278669842935161,0.9070337999441311,0.8861983838318148,0.8656237645049721,0.8454686165684948,0.8258267893394058,0.8067509037585021,0.7882669283728592
835,Zone 3,22,30,Unmarried,8,41,High school degree,No,Male,Yes,No,No,Plus service,No,0,0.8558153241405828,0.1441846758594172,13932.864024112343,False,0.9983273167408075,0.992062903446315,0.9824098747936417,0.9705881901263269,0.957408216521973,0.943402182285767,0.9289260382204949,0.9142223404776818,0.8994588042694831,0.8847525110796683,0.8701855389797257,0.8558153241405828
836,Zone 2,10,20,Married,1,20,High school degree,No,Female,No,No,No,Basic service,Yes,1,0.7339790065006254,0.2660209934993746,12911.443238425982,True,0.9937422755084869,0.9758648806706366,0.9524872576601595,0.9268458566222775,0.9005264477826771,0.874345948773507,0.8487355599232642,0.8239204853409746,0.8000109077662885,0.7770508944891069,0.7550459351000633,0.7339790065006254
837,Zone 1,72,59,Married,12,65,Some college,No,Female,No,No,No,E-service,No,0,0.9977086570520834,0.0022913429479165526,14899.166060101708,False,0.9999987453181879,0.9999857468075342,0.9999476780150285,0.9998752611473655,0.9997626643014865,0.9996064300710463,0.9994047059037412,0.99915672889074,0.9988624806971655,0.998522453190944,0.998137486741062,0.9977086570520834
838,Zone 2,34,24,Married,5,17,College degree,No,Female,No,No,No,Plus service,No,0,0.9311924462392401,0.06880755376075987,14485.515828209926,False,0.9996061862616584,0.9977074287233474,0.9942855326244083,0.9896258804856339,0.9839994190097106,0.9776260696637206,0.9706787818467345,0.9632930275256174,0.9555753579530925,0.9476101160210556,0.9394645137634459,0.9311924462392401
839,Zone 2,43,49,Married,18,66,Did not complete high school,No,Male,No,No,No,Plus service,No,0,0.9953106176823474,0.004689382317652591,14886.803269072398,False,0.9999960946023262,0.9999605998087261,0.9998649994596859,0.9996934292218472,0.9994381968288772,0.9990964071636411,0.9986680009655611,0.9981546062252762,0.9975588464520138,0.9968839133467976,0.9961332976788667,0.9953106176823474
840,Zone 3,31,37,Married,15,18,College degree,No,Male,Yes,Yes,Yes,Total service,No,0,0.9081204385490445,0.09187956145095555,14323.67675055002,False,0.9993167734908636,0.9963118368190097,0.99119794215132,0.9845000124460351,0.9766457832647185,0.9679551478237763,0.9586652645026807,0.9489531523146866,0.9389522576550232,0.9287641542106128,0.9184668019968587,0.9081204385490445
841,Zone 2,6,27,Married,5,26,College degree,No,Male,No,No,No,Basic service,Yes,1,0.8284872012365414,0.1715127987634586,13716.779251811107,False,0.9976031513564426,0.9892274597922521,0.9768570076097012,0.9621341761858545,0.9460680829431429,0.9292854534020205,0.9121856449762797,0.8950284172137266,0.8779848950914423,0.8611682835248993,0.8446530381719897,0.8284872012365414
842,Zone 2,48,42,Unmarried,21,46,College degree,No,Male,No,No,Yes,Plus service,No,0,0.9847458531025792,0.015254146897420773,14828.057264845858,False,0.9999727921132103,0.9997788922852268,0.9993316918231149,0.9986107259182898,0.9976218607478253,0.9963812466182155,0.9949086312026973,0.9932244067407081,0.9913482848398759,0.9892987271983078,0.9870927410727048,0.9847458531025792
843,Zone 2,50,25,Unmarried,6,19,Did not complete high school,No,Male,No,No,No,Basic service,No,0,0.7217036325187605,0.27829636748123954,12800.36592568498,True,0.9930586747853375,0.9736883642137059,0.9487109949236251,0.9215703168381368,0.8939066494760851,0.8665426953110044,0.8398991504061715,0.814185902241616,0.7894973033246123,0.7658626645639108,0.7432742958493291,0.7217036325187605
844,Zone 3,20,41,Married,19,58,High school degree,No,Female,No,No,No,E-service,No,0,0.9947872778844126,0.0052127221155874315,14884.03681815684,False,0.9999953699213735,0.9999541336838664,0.9998445002550642,0.9996495067774808,0.9993614007279484,0.9989776970293133,0.9984989503443267,0.997927476437715,0.997266595396995,0.9965201718667687,0.9956923304811938,0.9947872778844126
845,Zone 3,61,73,Unmarried,10,25,Did not complete high school,Yes,Male,No,No,No,Basic service,No,0,0.9797649994093875,0.02023500059061245,14798.84297554457,False,0.9999559628150602,0.9996618475475856,0.9990109182183584,0.9979908594136934,0.9966214549108575,0.9949327389485519,0.9929568068220743,0.9907246075989411,0.988264741954838,0.985603114429081,0.9827629557408184,0.9797649994093875
846,Zone 2,6,21,Unmarried,0,15,High school degree,No,Female,No,No,No,Basic service,No,0,0.6115298036903851,0.3884701963096149,11735.349972091748,True,0.9844458286823885,0.9488073522761682,0.9078911893324978,0.8667399575458763,0.8271527989008194,0.7897616305700973,0.7547274158483966,0.7220110545976282,0.6914894721119129,0.663008405953136,0.6364071008210946,0.6115298036903851
847,Zone 2,1,22,Unmarried,2,35,High school degree,No,Male,No,Yes,No,Basic service,Yes,1,0.3982966782115918,0.6017033217884082,9273.634678473145,True,0.9468031901221063,0.8626562296755137,0.7843044804931459,0.7156764979976585,0.6561236646612951,0.6043132802238942,0.558976628126409,0.5190459579386403,0.4836518712376989,0.45209136778082726,0.4237945738985537,0.3982966782115918
848,Zone 1,21,43,Unmarried,13,41,High school degree,No,Female,Yes,Yes,Yes,Total service,Yes,1,0.8630579621116304,0.13694203788836956,13988.80951992704,False,0.9984941308210185,0.9927423444726662,0.9837713757283124,0.9726949412415582,0.9602699075074026,0.9470012180130567,0.9332310245096118,0.9191953249426056,0.9050592827131475,0.8909396772156293,0.8769195439232225,0.8630579621116304
849,Zone 3,7,32,Unmarried,1,71,College degree,No,Male,No,Yes,Yes,Total service,No,0,0.7736643689611553,0.2263356310388447,13260.38986209768,False,0.9956464434460409,0.9821820943727378,0.9637162284772911,0.9428059055090771,0.9208237537877203,0.8985362246524226,0.87638478006996,0.8546270635996207,0.8334122192533739,0.8128232770853101,0.7929020646491951,0.7736643689611553
850,Zone 3,65,56,Married,19,608,Some college,No,Female,Yes,No,Yes,Total service,No,0,0.9955895317261444,0.004410468273855606,14888.268912780124,False,0.9999964603920745,0.9999639135894376,0.999875598594753,0.999716282702632,0.9994783503303961,0.9991587235450687,0.9987570426915582,0.9982745885580917,0.9977136268909443,0.9970769997057221,0.9963678654689784,0.9955895317261444
851,Zone 1,64,37,Unmarried,10,44,College degree,No,Female,Yes,No,Yes,E-service,No,0,0.9297139052577144,0.07028609474228564,14475.360713799175,False,0.9995901259824673,0.9976267543641336,0.9941027789572375,0.9893173833222552,0.9835511160321533,0.9770302934979922,0.9699321335883896,0.9623949785075461,0.954527317665332,0.9464148000980953,0.9381255086344509,0.9297139052577144
